Stations,LAT,LON,Eng_Location
駒沢中学校停留所,35.63695,139.656,"Komazawachugakko Bus Stop, 2-chōme-40 Komazawa, Setagaya City, Tōkyō-to 154-0012, Japan"
佐野センター前,35.78788,139.8415,"Sano Center Bus Stop, 1-chōme-28 Sano, Adachi City, Tōkyō-to 121-0053, Japan"
バス停　成城８丁目,35.648959999999995,139.5922,"Seijo Hachichome Bus Stop, 8-chōme-31 Seijō, Setagaya City, Tōkyō-to 157-0066, Japan"
南鳩ヶ谷駅,35.816257,139.73615,"Minami- Hatogaya Station, 5 Chome-1-7 Minamihatogaya, Kawaguchi, Saitama 334-0013, Japan"
亀有五丁目,35.767246,139.84576,"5 Chome Kameari, Katsushika City, Tokyo 125-0061, Japan"
扇橋二丁目,35.68347,139.8157,"2 Chome Ogibashi, Koto City, Tokyo 135-0011, Japan"
行徳駅,35.682606,139.91414,"Gyotoku, 2-chōme Gyōtoku Ekimae, Ichikawa, Chiba 272-0133, Japan"
上篠崎,35.713974,139.9021,"Kamishinozaki, Edogawa City, Tokyo 133-0054, Japan"
雷上組,35.660090000000004,139.8846,"Japan, 〒134-0084 Tōkyō-to, Edogawa City, Higashikasai, 4-chōme−45, 雷上組（バス）"
南行徳駅,35.672714,139.90222,"Japan, 〒272-0143 Chiba, Ichikawa, Ainokawa, 4-chōme, 南行徳"
南砂4丁目住宅,35.6735,139.8323,"Japan, 〒136-0076 Tōkyō-to, Koto City, Minamisuna, 4-chōme−13, 南砂四丁目住宅（バス）"
成城八丁目,35.64755,139.59486,"8 Chome Seijo, Setagaya City, Tokyo 157-0066, Japan"
上池上,35.58876,139.6965,"Kamiikegami Bus Stop, 1-chōme-16 Nakaikegami, Ota City, Tōkyō-to 146-0081, Japan"
内幸町駅,35.669395,139.75533000000001,"Uchisaiwaicho Sta., 2 Chome-2-3 Uchisaiwaicho, Chiyoda City, Tokyo 100-0011, Japan"
朝霞台駅,35.814552,139.58708000000001,"Japan, 〒351-0022 Saitama, Asaka, Higashibenzai, 1-chōme, 朝霞台"
舞浜駅,35.636154,139.88388,"Maihama Station, 26-5 Maihama, Urayasu, Chiba 279-0031, Japan"
北砂五,35.684063,139.83298,"5 Chome Kitasuna, Koto City, Tokyo 136-0073, Japan"
総合レクリエーション公園,35.66149,139.8578,"Edogawa City Comprensive Recreation Park, 2 Nishikasai, Edogawa City, Tokyo 134-0088, Japan"
都電雑司ヶ谷駅,35.72404,139.71774,"Toden-Zoshigaya Station, Japan"
霞ケ関駅,35.672604,139.75117,"Japan, 霞ヶ関駅"
川口元郷駅,35.800391999999995,139.73021,"Kawaguchi-Motogo Station, 1 Chome-2-15 Motogo, Kawaguchi, Saitama 332-0011, Japan"
堀ノ内,35.263523,139.6867,"Japan, 〒238-0014 Kanagawa, Yokosuka, Miharuchō, 3-chōme, 堀ノ内"
長島町交差点,35.66765,139.8733,"Japan, 〒134-0083 Tōkyō-to, Edogawa City, Nakakasai, 3-chōme−27, 長島町交差点（バス）"
八幡通り,35.712903,139.647938,"4-chōme-4 Yamatochō, Nakano City, Tōkyō-to 165-0034"
小岩警察・区民館,35.733670000000004,139.8884,"Koiwakeisatsu Kuminkan Bus Stop, 6-chōme-18 Higashikoiwa, Edogawa City, Tōkyō-to 133-0052, Japan"
上本郷,35.79527,139.91875,"Kamihongo, Matsudo, Chiba 271-0064, Japan"
流通センター駅,35.581444,139.74916000000002,"Japan, 〒143-0006 Tōkyō-to, Ota City, Heiwajima, 6-chōme, 流通センター"
平間駅,35.560555,139.67108000000002,"Hirama Station, Japan"
浅間神社,35.7162,139.9021,"1 Chome Kamishinozaki, Edogawa City, Tokyo 133-0054"
国府台駅,35.736427,139.90276,"Konodai Station, Japan"
八成橋,35.73003,139.6155,"Hachinaribashi Bus Stop, 3-chōme-29 Igusa, Suginami City, Tōkyō-to 167-0021, Japan"
南砂,35.67283,139.82785,"Minamisuna, Koto City, Tokyo 136-0076, Japan"
北園,35.7584,139.5887,"2-chōme-14 Ōizumigakuenchō, Nerima City, Tōkyō-to 178-0061"
西台１丁目,35.775467,139.672,"1 Chome Nishidai, Itabashi City, Tokyo 174-0045, Japan"
小松中学校前,35.71955,139.8649,"Japan, 〒124-0024 Tōkyō-to, Katsushika City, Shinkoiwa, 4-chōme−25, 小松中学校前（バス）"
三郷中央駅,35.824116,139.87805,"Misatochuo Station, Japan"
国会議事堂前駅,35.673767,139.74327,"Kokkai-gijidomae Sta., 1 Chome-7-1 Nagatacho, Chiyoda City, Tokyo 100-0014, Japan"
西尾久三,35.751984,139.76328999999998,"3 Chome Nishiogu, Arakawa City, Tokyo 116-0011, Japan"
小松川警察署前,35.70239,139.8643,"Japan, 〒132-0032 Tōkyō-to, Edogawa City, Nishikomatsugawamachi, 37, 小松川警察署前（バス）"
虹の家,35.71,139.8964,"4-chōme-11 Kamishinozaki, Edogawa City, Tōkyō-to 133-0054"
入新井第４小学校前,35.577618,139.71695,"3 Chome-5-8 Central, Ota City, Tokyo 143-0024, Japan"
松本橋東詰,35.7182,139.8836,"Matsumotohashihigashizume Bus Stop, 5-chōme-40 Shishibone, Edogawa City, Tōkyō-to 133-0073, Japan"
花畑四丁目,35.804646000000005,139.80739,"4 Chome Hanahata, Adachi City, Tokyo 121-0061, Japan"
北砂二丁目,35.681824,139.82594,"2 Chome Kitasuna, Koto City, Tokyo 136-0073, Japan"
南砂六,35.672035,139.83522,"6 Chome Minamisuna, Koto City, Tokyo 136-0076, Japan"
南篠崎3丁目,35.694984000000005,139.89986000000002,"3 Chome Minamishinozakimachi, Edogawa City, Tokyo 133-0065, Japan"
新小岩駅東北広場,35.71863,139.8593,"Shinkoiwaekitohokuhiroba Bus Stop, 1-chōme-8 Higashishinkoiwa, Katsushika City, Tōkyō-to 124-0023, Japan"
旧道交差点,35.792891999999995,139.7992,"Kyudokosaten, 4-chōme-4 Takenotsuka, Adachi City, Tōkyō-to 121-0813, Japan"
葛西橋,35.67131,139.84663,"Kasai-bashi Bridge, Koto City, Tokyo 136-0074, Japan"
新丸子駅,35.580593,139.66193,"Shinmaruko Station, 766 中原区新丸子町 Kawasaki, Kanagawa, Japan"
砧町,35.63613,139.619,"Kinutamachi Bus Stop, 1-chōme-7 Kinuta, Setagaya City, Tōkyō-to 157-0073, Japan"
西水元２丁目,35.78568,139.85025,"2 Chome Nishimizumoto, Katsushika City, Tokyo 125-0031, Japan"
西大島駅前,35.68919,139.82602,"Nishi-Ojima Station, 2 Chome-41-19 Ojima, Koto City, Tokyo 136-0072, Japan"
加賀一丁目,35.79051,139.7604,"Kaga-Itchōme, 1-chōme-20 Kaga, Adachi City, Tōkyō-to 123-0861, Japan"
江戸川区高校前,35.71067,139.8657,"Japan, 〒132-0021 Tōkyō-to, Edogawa City, Chūō, 4-chōme−8, 江戸川高校前（バス）"
舎人町,35.81219,139.76904,"Toneri, Adachi City, Tokyo 121-0831, Japan"
大森東５丁目,35.569294,139.74284,"5 Chome Omorihigashi, Ota City, Tokyo 143-0012, Japan"
八幡宮裏,35.71697,139.5966,"Hachimanguura Bus Stop, 1-chōme-34 Zenpukuji, Suginami City, Tōkyō-to 167-0041, Japan"
旧葛西橋,35.675340000000006,139.8405,"Japan, 〒136-0074 Tōkyō-to, Koto City, Higashisuna, 6-chōme−20, 旧葛西橋（バス）"
大泉町二丁目,35.76083,139.6064,"Daiizumicho Nichome Bus Stop, 3-chōme-24 Doshida, Nerima City, Tōkyō-to 179-0076, Japan"
労災病院前,35.567,139.6575,"Rosaibyoinzen Bus Stop, 33 Kizukisumiyoshichō, Nakahara-ku, Kawasaki, Kanagawa 211-0021, Japan"
本郷花街道,35.70923,139.9053,"Hongohanakaido Bus Stop, 1-chōme-15 Shinozakimachi, Edogawa City, Tōkyō-to 133-0061, Japan"
東京北部病院前,35.78328,139.76555,"Tokyo Hokubu-Byōin (Tokyo Hokubu Hp. ), 2-chōme-12 Yazaike, Adachi City, Tōkyō-to 123-0863, Japan"
小松川警察前,35.70239,139.8643,"Japan, 〒132-0032 Tōkyō-to, Edogawa City, Nishikomatsugawamachi, 37, 小松川警察署前（バス）"
松戸駅,35.7843,139.90067,"Matsudo Station, Japan"
上一色コミュニティーセンター前,35.725597,139.87251,"2 Chome-6-１０ Kamiisshiki, Edogawa City, Tokyo 133-0041, Japan"
南葛西小学校前,35.647009999999995,139.8751,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 5-chōme−10, 南葛西小学校前（バス）"
井荻駅入口,35.722840000000005,139.6142,"Iogiekiiriguchi Bus Stop, 1-chōme-23 Kamiigusa, Suginami City, Tōkyō-to 167-0023, Japan"
下石神井１丁目,35.73101,139.61141999999998,"1 Chome Shimoshakujii, Nerima City, Tokyo 177-0042, Japan"
桜木橋北詰,35.79535,139.8401,"Sakuragibashikitazume Bus Stop, 3-chōme-19 Mutsugi, Adachi City, Tōkyō-to 121-0052, Japan"
久が原出世観音,35.583652,139.69403,"2 Chome-7-13 Kugahara, Ota City, Tokyo 146-0085, Japan"
船堀駅前,35.683414,139.8632,"2 Chome-23-14 Funabori, Edogawa City, Tokyo 134-0091, Japan"
松本小学校,35.7152,139.8841,"6 Chome-9-１ Shishibone, Edogawa City, Tokyo 133-0073"
羽田空港国際線ターミナル駅,35.54467,139.76762,"Japan, 〒144-0041 Tōkyō-to, Ota City, Hanedakūkō, 2-chōme, 羽田空港国際線ターミナル"
一之江五丁目,35.693478000000006,139.88097,"5 Chome Ichinoe, Edogawa City, Tokyo 132-0024, Japan"
松ノ木公務員住宅前,35.690822999999995,139.64394,"Matsunoki, Suginami City, Tokyo 166-0014, Japan"
和田堀橋,35.687046,139.65601999999998,"Wadaboribashi, 2-chōme-7 Wada, Suginami City, Tōkyō-to 166-0012, Japan"
関原２丁目,35.767654,139.78949,"2 Chome Sekibara, Adachi City, Tokyo 123-0852, Japan"
なぎさニュータウン,35.64717,139.8795,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 6-chōme−15, なぎさニュータウン（バス）"
戸田公園駅,35.808083,139.67803999999998,"Todakoen Station, Japan"
東門前駅,35.536736,139.73473,"Higashimonzen Station, Japan"
小岩駅通り,35.7255,139.8834,"Japan, 〒133-0056 Tōkyō-to, Edogawa City, Minamikoiwa, 5-chōme−21, 小岩駅通り（バス）"
元競馬場前,35.63128,139.704,"Motokeibajomae Bus Stop, 4-chōme-11 Shimomeguro, Meguro City, Tōkyō-to 153-0064, Japan"
方南八幡通り,35.68224,139.6569,"Japan, 〒168-0063 Tōkyō-to, Suginami City, Izumi, 4-chōme−42, 方南八幡通り（バス）"
足立郷土博物館前,35.78439,139.84157,"5 Chome-20-１ Oyata, Adachi City, Tokyo 120-0001, Japan"
鹿骨三,35.71375,139.89217,"3 Chome Shishibone, Edogawa City, Tokyo 133-0073, Japan"
京葉交差点,35.703144,139.86708000000002,"Keiyō-Kōsaten, 1-chōme-44 Matsushima, Edogawa City, Tōkyō-to 132-0031, Japan"
広尾橋,35.650295,139.72252,"Hiroo Sta., 4-chōme-1 Minamiazabu, Minato City, Tōkyō-to 106-0047, Japan"
水元小学校,35.7877,139.86354,"4 Chome-21-１ Mizumoto, Katsushika City, Tokyo 125-0032, Japan"
江戸川区役所前,35.7065,139.8679,"Japan, 〒132-0021 Tōkyō-to, Edogawa City, Chūō, 1-chōme−3, 江戸川区役所前（バス）"
西調布駅,35.657090000000004,139.53003,"Nishi-chōfu Station, Japan"
名主屋敷,35.69818,139.88947,"2 Chome-21-番20号 Haruecho, Edogawa City, Tokyo 132-0003, Japan"
西武バス,35.7547,139.607,"1-chōme-15 Miharadai, Nerima City, Tōkyō-to 177-0031"
学校通り,35.671620000000004,139.8324,"Japan, 〒136-0076 Tōkyō-to, Koto City, Minamisuna, 3-chōme−12, 学校通り（バス）"
前沼橋,35.71069,139.8923,"Maenumabashi Bus Stop, 2-chōme-18 Shishibone, Edogawa City, Tōkyō-to 133-0073, Japan"
水元二丁目,35.785309999999996,139.85793,"2 Chome Mizumoto, Katsushika City, Tokyo 125-0032, Japan"
花畑４丁目,35.804646000000005,139.80739,"4 Chome Hanahata, Adachi City, Tokyo 121-0061, Japan"
新小岩駅前,35.717445,139.85863,"Shin-Koiwa Station, Katsushika City, Tōkyō-to, Japan"
世田谷,35.64656,139.65329,"Setagaya City, Tokyo, Japan"
新小岩一丁目,35.715286,139.85793,"1 Chome Shinkoiwa, Katsushika City, Tokyo 124-0024, Japan"
戸越公園,35.61043,139.7223,"Togoshi Park, 2 Chome-1-30 Yutakacho, Shinagawa City, Tokyo 142-0042, Japan"
江戸川高校前,35.71067,139.8657,"Japan, 〒132-0021 Tōkyō-to, Edogawa City, Chūō, 4-chōme−8, 江戸川高校前（バス）"
下今井,35.6779,139.8854,"5 Chome Edogawa, Edogawa City, Tokyo 134-0013"
駒場,35.660346999999994,139.6822,"Komaba, Meguro City, Tokyo 153-0041, Japan"
志木駅,35.822163,139.57526000000001,"Shiki, 2-chōme Tōhoku, Niiza, Saitama 352-0001, Japan"
笠森稲荷前,35.645,139.6167,"Kasamoriinarizen Bus Stop, 2-chōme-21 Kinuta, Setagaya City, Tōkyō-to 157-0073, Japan"
第二葛西小入口,35.6598,139.8773,
つくば駅,36.08251,140.11171000000002,"Tsukuba Station, 2 Chome-128 Azuma, Tsukuba, Ibaraki 305-0031, Japan"
入谷東,35.80332,139.7651,"Iriyahigashi Bus Stop, 5-chōme-3 Iriya, Adachi City, Tōkyō-to 121-0836, Japan"
市川真間駅,35.73121,139.91173,"Ichikawamama Station, Japan"
千石1丁目停留所,35.727875,139.74487,"Sengoku Station, 1-29-13 Sengoku, Bunkyo City, Tokyo 112-0011, Japan"
奥戸３丁目,35.731747,139.86177,"3 Chome Okudo, Katsushika City, Tokyo 124-0022, Japan"
菅原橋,35.71582,139.8739,"Sugawarabashi, 1-chōme-34 Matsumoto, Edogawa City, Tōkyō-to 133-0043, Japan"
南葛西小,35.646713,139.87471000000002,"5 Chome-10-1 Minamikasai, 江戸川区 Edogawa City, Tokyo 134-0085, Japan"
竹の塚駅東口,35.794434,139.79173,"Takenotsuka Sta., 6-chōme-5 Takenotsuka, Adachi City, Tōkyō-to 121-0813, Japan"
仲町東組,35.65698,139.8796,"Japan, 〒134-0084 Tōkyō-to, Edogawa City, Higashikasai, 8-chōme−15, 仲町東組（バス）"
野方駅北口,35.72126,139.6538,"Japan, 〒165-0027 Tōkyō-to, Nakano City, Nogata, 4-chōme−22, 野方駅北口（バス）"
草加駅,35.828476,139.80358999999999,"Japan, 〒340-0034 Saitama, Soka, Hikawacho, １９７０ 草加駅"
松ノ木公園,35.691113,139.64162,"Matsunoki Park, 2 Chome-20-5 Matsunoki, Suginami City, Tokyo 166-0014, Japan"
新小５３葛飾区役所行,35.74349,139.8472,"5 Chome-13-1 Tateishi, Katsushika City, Tokyo 124-0012, Japan"
青海駅,35.624672,139.78116,"Aomi Station, Japan"
中央図書館,35.7106,139.8698,"3 Chome-1-3 Central, Edogawa City, Tokyo 132-0021"
中央三丁目,35.714246,139.874244,"3-chōme-19 Chūō, Edogawa City, Tōkyō-to"
松江六,35.691154,139.87395,"7 Chome-16-１８ Matsue, Edogawa City, Tokyo 132-0025, Japan"
一ツ家二丁目,35.78224,139.8108,"Hitotsuya Nichome Bus Stop, 1-chōme-20 Hitotsuya, Adachi City, Tōkyō-to 121-0075, Japan"
鈴木町駅,35.535309999999996,139.72028,"Suzukicho Station, Japan"
台場駅,35.625816,139.77122,"Japan, 台場駅"
川口駅,35.80193,139.71764,"Kawaguchi Station, 3 Chome-1-21 Sakaecho, Kawaguchi, Saitama 332-0017, Japan"
めぐろ区民キャンパス,35.621047999999995,139.67358000000002,"Japan, 〒152-0023 Tokyo, Meguro City, Yakumo, 1, 一丁目1番1号"
西武柳沢駅,35.728638000000004,139.55255,"Seibu-Yagisawa Station, 6-chōme-1 Yagisawa, Nishitokyo, Tōkyō-to 202-0022, Japan"
玉堤一丁目,35.59755,139.65158,"1 Chome Tamazutsumi, Setagaya City, Tokyo 158-0087, Japan"
亀有二丁目東［公明寺前］,35.763909999999996,139.8513,"Kameari Nichome Azuma [ Komyojimae Bus Stop, 3-chōme-41 Kameari, Katsushika City, Tōkyō-to 125-0061, Japan"
池雪小,35.5906,139.6947,
本郷,35.70883,139.7601,"Hongo, Bunkyo City, Tokyo 113-0033, Japan"
勝どき橋南詰,35.66059,139.7764,"Japan, 〒104-0054 Tōkyō-to, Chuo City, Kachidoki, 1-chōme−12, 勝どき橋南詰（バス）"
東新小岩三丁目,35.72221,139.86016999999998,"3 Chome Higashishinkoiwa, Katsushika City, Tokyo 124-0023, Japan"
扇大橋駅前,35.76389,139.77086,"Ogi-Ohashi Station, Japan"
春江町四丁目,35.682655,139.87616,"4 Chome Haruecho, Edogawa City, Tokyo 134-0003, Japan"
葛西駅通り,35.660790000000006,139.8696,"Japan, 〒134-0083 Tōkyō-to, Edogawa City, Nakakasai, 6-chōme−18, 葛西駅通り（バス）"
江北橋下,35.7781,139.7693,
南水元,35.776959999999995,139.85857,"Minamimizumoto, Katsushika City, Tokyo 125-0035, Japan"
堀江団地,35.6474,139.8714,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 3-chōme−16, 堀江団地（バス）"
久が原駅入口,35.579,139.683,"Kugahara Eki Iriguchi, 20 Nishiminemachi, Ota City, Tōkyō-to 145-0075, Japan"
西荻窪駅北口,35.704037,139.59961,"3 Chome-1-10 Nishiogikita, Suginami City, Tokyo 167-0042, Japan"
南葛西中,35.64987,139.87393,"Minamikasai, Edogawa City, Tokyo 134-0085, Japan"
東小松川小学校前,35.69228,139.8678,"Japan, 〒132-0025 Tōkyō-to, Edogawa City, Matsue, 3-chōme−2, 東小松川小学校前（バス）"
公園前,35.7929,139.7949,"2-chōme-25 Takenotsuka, Adachi City, Tōkyō-to 121-0813"
南葛西中学校前,35.64537,139.8757,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 6-chōme−7, 南葛西中学校前（バス）"
興本センター前,35.76817,139.7806,"Okimoto Center Zen Bus Stop, 1-chōme-18 Okino, Adachi City, Tōkyō-to 123-0844, Japan"
北里研究所,35.6455,139.7266,"5 Chome-9-１ Shirokane, Minato City, Tokyo 108-8642"
菊地外科胃腸科,35.71667,139.892,"Kikuchigekaichoka Bus Stop, 1-chōme-6 Nishishinozaki, Edogawa City, Tōkyō-to 133-0055, Japan"
久地駅,35.610077000000004,139.59306,"Kuji Station, Japan"
蓮田駅,35.981285,139.65308000000002,"Hasuda, Hasuda, Saitama, Japan"
代田一丁目,35.65297,139.66243,"1 Chome Daita, Setagaya City, Tokyo 155-0033, Japan"
鹿骨三丁目,35.71375,139.89217,"3 Chome Shishibone, Edogawa City, Tokyo 133-0073, Japan"
小松川三丁目,35.698948,139.85153,"3 Chome Komatsugawa, Edogawa City, Tokyo 132-0034, Japan"
本八幡駅,35.721092,139.92723,"Japan, 〒272-0021 Chiba, Ichikawa, Yawata, 2-chōme, 本八幡"
田道小学校,35.637676,139.70909,"1 Chome-15-28 Meguro, Meguro City, Tokyo 153-0063, Japan"
鹿骨一丁目,35.708861999999996,139.8893,"1 Chome Shishibone, Edogawa City, Tokyo 133-0073, Japan"
大森西２丁目,35.576813,139.73006999999998,"2 Chome Omorinishi, Ota City, Tokyo 143-0015, Japan"
田無駅,35.7272,139.53897,"Tanashi, Tanashichō, Nishitokyo, Tōkyō-to 188-0011, Japan"
武蔵溝ノ口駅,35.599070000000005,139.61101000000002,"Musashi-Mizonokuchi Station, 2 Chome-1-1 Mizonokuchi, Takatsu Ward, Kawasaki, Kanagawa, Japan"
東小松川一,35.70049,139.86688,"1 Chome Higashikomatsugawa, Edogawa City, Tokyo 132-0033, Japan"
花畑小学校前,35.79183,139.8266,"Hanahatashogakkozen Bus Stop, 3-chōme-22 Minamihanahata, Adachi City, Tōkyō-to 121-0062, Japan"
税務署前,35.57563,139.7122,"Zeimushomae Bus Stop, 7-chōme-5 Chūō, Ota City, Tōkyō-to 143-0024, Japan"
釜寺,35.680912,139.65825,"2 Chome-5-4 Honan, Suginami City, Tokyo 168-0062, Japan"
第二葛西小,35.662487,139.87872,"6 Chome-33-1 Higashikasai, Edogawa City, Tokyo 134-0084, Japan"
葛西区民館,35.665924,139.86958,"〒134-0083, ３丁目-１０-1 中葛西 江戸川区 東京都 134-0083, Japan"
弥生町３丁目,35.68792,139.67519,"3 Chome Yayoicho, Nakano City, Tokyo 164-0013, Japan"
母子寮前,35.68897,139.6619,"Boshiryozen Bus Stop, 1-chōme-10 Wada, Suginami City, Tōkyō-to 166-0012, Japan"
東京都市大付属小学校前,35.633309999999994,139.6041,"Tokyoto Shidaifuzokushogakkozen Bus Stop, 1-chōme-13 Seijō, Setagaya City, Tōkyō-to 157-0066, Japan"
東淵江庭園,35.784440000000004,139.8391,"Higashifuchieteien Bus Stop, 5-chōme-28 Ōyata, Adachi City, Tōkyō-to 120-0001, Japan"
春江中学校,35.7011,139.8913,"2 Chome-47-1 Haruecho, 江戸川区 Edogawa City, Tokyo 132-0003"
NHK技術研究所,35.635635,139.61574,"1 Chome-10-１１ Kinuta, Setagaya City, Tokyo 157-8510, Japan"
高津駅,35.6033,139.61725,"Takatsu Station, 4 Chome-1-1 Futago, Takatsu Ward, Kawasaki, Kanagawa 213-0002, Japan"
西麻布,35.658394,139.72305,"Nishiazabu, Minato City, Tokyo 106-0031, Japan"
区立総合運動場,35.63139,139.61238,"4 Chome-6-1 Okura, Setagaya City, Tokyo 157-0074, Japan"
関原2丁目,35.767654,139.78949,"2 Chome Sekibara, Adachi City, Tokyo 123-0852, Japan"
南葛西住宅,35.65213,139.87091,"Japan, 〒134-0085 Tōkyō-to, Edogawa City, Minamikasai, 3-chōme−20−６ 南葛西住宅"
新堀一,35.77258,139.53436000000002,"1 Chome Shinbori, Niiza, Saitama 352-0032, Japan"
六ツ木団地,35.79025,139.8386,"Mutsugidanchi Bus Stop, 1-chōme-5 Mutsugi, Adachi City, Tōkyō-to 121-0052, Japan"
東葛西六,35.66277,139.88033000000001,"Higashikasai, Edogawa City, Tokyo 134-0084, Japan"
興野公団住宅,35.7713,139.7811,"Okinokodanjutaku Bus Stop, 1-chōme-10 Okino, Adachi City, Tōkyō-to 123-0844, Japan"
上沼田中,35.776848,139.7658,"5 Chome-17-1 Kohoku, Adachi City, Tokyo 123-0872, Japan"
葛西第二中,35.67897,139.86206,"１０８５ Ukitacho, Edogawa City, Tokyo 134-0082, Japan"
上沼田団地入口,35.77827,139.7637,"Kaminumatadanchiiriguchi Bus Stop, 3-chōme-36 Kōhoku, Adachi City, Tōkyō-to 123-0872, Japan"
哲学同公園入口,35.7207,139.6756,
浦安橋,35.665627,139.88618,"Japan, 〒134-0084 Tokyo, Edogawa City, Higashikasai, 16, Unnamed Road、３丁目 Urayasu Bridge"
東京臨海病院,35.652409999999996,139.85373,"1 Chome-4-2 Rinkaicho, Edogawa City, Tokyo 134-0086, Japan"
宇喜田,35.677128,139.86305,"Ukitacho, Edogawa City, Tokyo 134-0082, Japan"
中台一丁目,35.766940000000005,139.6776,"Nakadai Itchome Bus Stop, 1-chōme-22 Nakadai, Itabashi City, Tōkyō-to 174-0064, Japan"
中耕地,35.61578,139.6248,"Nakagochi Bus Stop, 3-chōme-22 Tamagawa, Setagaya City, Tōkyō-to 158-0094, Japan"
千歳船橋駅前,35.647420000000004,139.62398000000002,"Chitose-Funabashi Station, Japan"
第六葛西小,35.667846999999995,139.8645,"4 Chome-5-1 Nishikasai, 江戸川区 Edogawa City, Tokyo 134-0088, Japan"
平井駅前,35.706364,139.84239,"Hirai Station, 3-chōme-30 Hirai, Edogawa City, Tōkyō-to 132-0035, Japan"
中葛西五,35.66245,139.86945,"5 Chome Nakakasai, Edogawa City, Tokyo 134-0083, Japan"
北砂３丁目,35.682846000000005,139.82849,"3 Chome Kitasuna, Koto City, Tokyo 136-0073, Japan"
代田中筋停留所,35.65028,139.664,"Daitanakakin Bus Stop, 2-chōme-31 Wakabayashi, Setagaya City, Tōkyō-to 154-0023, Japan"
「江原中野通り」,35.72963,139.672,"Eharacho, Nakano City, Tokyo 165-0023, Japan"
東深沢中,35.618829999999996,139.65376,"4 Chome-18-28 Fukasawa, Setagaya City, Tokyo 158-0081, Japan"
堀ノ内二,35.687855,139.65222,"2 Chome Horinouchi, Suginami City, Tokyo 166-0013, Japan"
篠崎町七,35.704784000000004,139.9021,"7 Chome Shinozakimachi, Edogawa City, Tokyo 133-0061, Japan"
下小松橋,35.720177,139.866,"Shimo-Komatsubashi, 4-chōme-32 Shinkoiwa, Katsushika City, Tōkyō-to 124-0024, Japan"
武蔵関駅入口,35.72736,139.5782,"Musashisekiekiiriguchi Bus Stop, 1-chōme-23 Sekimachikita, Nerima City, Tōkyō-to 177-0051, Japan"
東葛西七,35.65846,139.87743999999998,"7 Chome Higashikasai, Edogawa City, Tokyo 134-0084, Japan"
円融寺前,35.61973,139.6929,"Enyujizen Bus Stop, 6-chōme-20 Megurohonchō, Meguro City, Tōkyō-to 152-0002, Japan"
葛飾車庫入口,35.77977,139.8518,"Katsushikashakoiriguchi Bus Stop, 1-chōme-1 Nishimizumoto, Katsushika City, Tōkyō-to 125-0031, Japan"
棒茅場,35.672684000000004,139.85492,"Boshiba dori Ave, Edogawa City, Tōkyō-to, Japan"
葛西工業高校,35.683605,139.87885,"7 Chome-68-1 Ichinoe, Edogawa City, Tokyo 132-0024, Japan"
瀬田（環八口）,35.62032,139.6325,"Seta [ Kanpachikuchi Bus Stop, 2-chōme-24 Seta, Setagaya City, Tōkyō-to 158-0095, Japan"
やのはし,35.622,139.6217,"2-chōme-25 Okamoto, Setagaya City, Tōkyō-to 157-0076"
杉並第２小学校前,35.693153,139.63142,"3 Chome-4-番１号 Naritanishi, Suginami City, Tokyo 166-0016, Japan"
千川,35.73809,139.68944,"Senkawa, 3-chōme Kanamechō, Toshima City, Tōkyō-to 171-0043, Japan"
新小岩1丁目,35.715286,139.85793,"1 Chome Shinkoiwa, Katsushika City, Tokyo 124-0024, Japan"
三谷,35.6297,139.6821,"3-chōme-20 Takaban, Meguro City, Tōkyō-to 152-0004"
公園橋,35.6275,139.6148,"3-chōme-21 Okamoto, Setagaya City, Tōkyō-to 157-0076"
向河原駅,35.572193,139.66728,"Mukaigawara Station, Japan"
新田三丁目,35.769591999999996,139.7486,"3 Chome Shinden, Adachi City, Tokyo 123-0865, Japan"
南砂四住宅,35.673943,139.83182,"Japan, 〒136-0076 Tokyo, Koto City, Minamisuna, 4 Chome−12−１０ 都営南砂四丁目住宅"
水元中学校,35.782447999999995,139.8649,"3 Chome-20-1 Mizumoto, 葛飾区 Katsushika City, Tokyo 125-0032, Japan"
東京三育小学校入口,35.71983,139.5827,"Tokyosanikushogakkoiriguchi Bus Stop, 15 Tatenochō, Nerima City, Tōkyō-to 177-0054, Japan"
元八幡,35.671345,139.83342,"Motohachiman St, Minamisuna, Koto City, Tōkyō-to 136-0076, Japan"
王子製紙裏門,35.696059999999996,139.9107,"Ojimateriauramon Bus Stop, 5-chōme-13 Minamishinozakimachi, Edogawa City, Tōkyō-to 133-0065, Japan"
江戸川区口腔保健センター入口,35.676327,139.88228,"5 Chome-14-4 Edogawa, Edogawa City, Tokyo 134-0013, Japan"
北篠崎,35.718821999999996,139.89696999999998,"Kitashinozaki, Edogawa City, Tokyo 133-0053, Japan"
大森西４丁目,35.573425,139.72305,"4 Chome Omorinishi, Ota City, Tokyo 143-0015, Japan"
南葛西第二小,35.64999,139.88025,"7 Chome-5-9 Minamikasai, Edogawa City, Tokyo 134-0085, Japan"
