location,LAT,LON,Eng_Location
東京都台東区北上野２,35.716587,139.78374,"2 Chome Kitaueno, Taito City, Tokyo 110-0014, Japan"
東京都世田谷区上祖師谷１,35.664505,139.59996,"1 Chome Kamisoshigaya, Setagaya City, Tokyo 157-0065, Japan"
東京都世田谷区等々力４,35.609856,139.65222,"4 Chome Todoroki, Setagaya City, Tokyo 158-0082, Japan"
東京都足立区花畑４,35.804646,139.80739,"4 Chome Hanahata, Adachi City, Tokyo 121-0061, Japan"
東京都台東区竜泉１,35.72374,139.79013,"1 Chome Ryusen, Taito City, Tokyo 110-0012, Japan"
東京都品川区小山２,35.620777,139.7087,"2 Chome Koyama, Shinagawa City, Tokyo 142-0062, Japan"
東京都北区浮間１,35.79111,139.70518,"1 Chome Ukima, Kita City, Tokyo 115-0051, Japan"
東京都墨田区墨田４,35.73151,139.8253,"4 Chome Sumida, Sumida City, Tokyo 131-0031, Japan"
東京都江東区平野１,35.67838,139.79941,"1 Chome Hirano, Koto City, Tokyo 135-0023, Japan"
東京都台東区花川戸２,35.71448,139.80067,"2 Chome Hanakawado, Taito City, Tokyo 111-0033, Japan"
東京都葛飾区東立石４,35.734543,139.85153,"4 Chome Higashitateishi, Katsushika City, Tokyo 124-0013, Japan"
東京都江戸川区篠崎町１,35.710148,139.90979,"1 Chome Shinozakimachi, Edogawa City, Tokyo 133-0061, Japan"
東京都豊島区雑司が谷１,35.72015,139.72113,"1 Chome Zoshigaya, Toshima City, Tokyo 171-0032, Japan"
東京都台東区根岸５,35.726795,139.7863,"5 Chome Negishi, Taito City, Tokyo 110-0003, Japan"
東京都大田区大森西４,35.573425,139.72305,"4 Chome Omorinishi, Ota City, Tokyo 143-0015, Japan"
東京都世田谷区北沢２,35.661903,139.66753,"2 Chome Kitazawa, Setagaya City, Tokyo 155-0031, Japan"
東京都板橋区高島平９,35.789448,139.6669,"9 Chome Takashimadaira, Itabashi City, Tokyo 175-0082, Japan"
東京都大田区西六郷３,35.546406,139.70581,"3 Chome Nishirokugo, Ota City, Tokyo 144-0056, Japan"
東京都文京区湯島４,35.709415,139.76585,"4 Chome Yushima, Bunkyo City, Tokyo 113-0034, Japan"
東京都大田区東六郷１,35.55204,139.71986,"1 Chome Higashirokugo, Ota City, Tokyo 144-0046, Japan"
東京都千代田区飯田橋２,35.699093,139.75084,"2 Chome Iidabashi, Chiyoda City, Tokyo 102-0072, Japan"
東京都江戸川区東松本１,35.71866,139.88577,"1 Chome Higashimatsumoto, Edogawa City, Tokyo 133-0071, Japan"
東京都台東区小島１,35.70444,139.78278,"1 Chome Kojima, Taito City, Tokyo 111-0056, Japan"
東京都大田区北糀谷２,35.561752,139.73264,"2 Chome Kitakojiya, Ota City, Tokyo 144-0032, Japan"
東京都新宿区西新宿８,35.69625,139.69305,"8 Chome Nishishinjuku, Shinjuku City, Tokyo 160-0023, Japan"
東京都新宿区箪笥町,35.700714,139.73486,"Tansumachi, Shinjuku City, Tokyo 162-0833, Japan"
東京都文京区千石１,35.72594,139.74413,"1 Chome Sengoku, Bunkyo City, Tokyo 112-0011, Japan"
東京都練馬区石神井台４,35.73218,139.58594,"4 Chome Shakujiidai, Nerima City, Tokyo 177-0045, Japan"
東京都江東区南砂５,35.675194,139.83234,"5 Chome Minamisuna, Koto City, Tokyo 136-0076, Japan"
東京都江戸川区南葛西５,35.645275,139.87393,"5 Chome Minamikasai, Edogawa City, Tokyo 134-0085, Japan"
東京都品川区二葉１,35.606804,139.72752,"1 Chome Futaba, Shinagawa City, Tokyo 142-0043, Japan"
東京都北区上中里２,35.74622,139.75179,"2 Chome Kaminakazato, Kita City, Tokyo 114-0016, Japan"
東京都練馬区中村南３,35.72908,139.64075,"3 Chome Nakamuraminami, Nerima City, Tokyo 176-0025, Japan"
東京都中央区築地２,35.668777,139.77255,"2 Chome Tsukiji, Chuo City, Tokyo 104-0045, Japan"
東京都板橋区若木２,35.77057,139.67264,"2 Chome Wakagi, Itabashi City, Tokyo 174-0065, Japan"
東京都板橋区赤塚６,35.775616,139.64394,"6 Chome Akatsuka, Itabashi City, Tokyo 175-0092, Japan"
東京都中央区勝どき２,35.65829,139.77863,"2 Chome Kachidoki, Chuo City, Tokyo 104-0054, Japan"
東京都葛飾区水元１,35.781353,139.85664,"1 Chome Mizumoto, Katsushika City, Tokyo 125-0032, Japan"
東京都足立区皿沼３,35.7948,139.76712,"3 Chome Saranuma, Adachi City, Tokyo 123-0862, Japan"
東京都世田谷区船橋５,35.6558,139.62672,"5 Chome Funabashi, Setagaya City, Tokyo 156-0055, Japan"
東京都港区白金台２,35.634235,139.73007,"2 Chome Shirokanedai, Minato City, Tokyo 108-0071, Japan"
東京都世田谷区深沢３,35.61701,139.6586,"3 Chome Fukasawa, Setagaya City, Tokyo 158-0081, Japan"
東京都江東区大島７,35.69256,139.8413,"7 Chome Ojima, Koto City, Tokyo 136-0072, Japan"
東京都品川区南大井１,35.59597,139.73775,"1 Chome Minamioi, Shinagawa City, Tokyo 140-0013, Japan"
東京都江戸川区上篠崎３,35.712124,139.8989,"3 Chome Kamishinozaki, Edogawa City, Tokyo 133-0054, Japan"
東京都豊島区長崎３,35.729744,139.68794,"3 Chome Nagasaki, Toshima City, Tokyo 171-0051, Japan"
東京都荒川区西尾久４,35.745857,139.75946,"4 Chome Nishiogu, Arakawa City, Tokyo 116-0011, Japan"
東京都練馬区下石神井６,35.7348,139.60378,"6 Chome Shimoshakujii, Nerima City, Tokyo 177-0042, Japan"
東京都台東区池之端２,35.71452,139.76712,"2 Chome Ikenohata, Taito City, Tokyo 110-0008, Japan"
東京都江戸川区船堀３,35.681087,139.86432,"3 Chome Funabori, Edogawa City, Tokyo 134-0091, Japan"
東京都中野区白鷺３,35.722046,139.63182,"3 Chome Shirasagi, Nakano City, Tokyo 165-0035, Japan"
東京都中野区江古田４,35.72552,139.66179,"4 Chome Egota, Nakano City, Tokyo 165-0022, Japan"
東京都世田谷区駒沢３,35.632168,139.6535,"3 Chome Komazawa, Setagaya City, Tokyo 154-0012, Japan"
東京都大田区羽田旭町,35.553783,139.7486,"Hanedaasahicho, Ota City, Tokyo 144-0042, Japan"
東京都江戸川区南篠崎町１,35.694508,139.90659,"1 Chome Minamishinozakimachi, Edogawa City, Tokyo 133-0065, Japan"
東京都江東区南砂４,35.673435,139.8301,"4 Chome Minamisuna, Koto City, Tokyo 136-0076, Japan"
東京都台東区元浅草２,35.710117,139.78406,"2 Chome Motoasakusa, Taito City, Tokyo 111-0041, Japan"
東京都文京区根津２,35.718754,139.76553,"2 Chome Nezu, Bunkyo City, Tokyo 113-0031, Japan"
東京都葛飾区奥戸２,35.734806,139.85793,"2 Chome Okudo, Katsushika City, Tokyo 124-0022, Japan"
東京都新宿区新宿５,35.693863,139.70709,"5 Chome Shinjuku, Shinjuku City, Tokyo 160-0022, Japan"
東京都北区赤羽北２,35.785263,139.70773,"2 Chome Akabanekita, Kita City, Tokyo 115-0052, Japan"
東京都杉並区天沼３,35.709087,139.62099,"3 Chome Amanuma, Suginami City, Tokyo 167-0032, Japan"
東京都世田谷区八幡山１,35.661774,139.62163,"1 Chome Hachimanyama, Setagaya City, Tokyo 156-0056, Japan"
東京都品川区旗の台５,35.604084,139.70071,"5 Chome Hatanodai, Shinagawa City, Tokyo 142-0064, Japan"
東京都大田区中馬込２,35.595676,139.70837,"2 Chome Nakamagome, Ota City, Tokyo 143-0027, Japan"
東京都台東区浅草橋５,35.701157,139.78246,"5 Chome Asakusabashi, Taito City, Tokyo 111-0053, Japan"
東京都世田谷区深沢６,35.623627,139.65222,"6 Chome Fukasawa, Setagaya City, Tokyo 158-0081, Japan"
東京都江東区古石場２,35.667217,139.79877,"2 Chome Furuishiba, Koto City, Tokyo 135-0045, Japan"
東京都北区赤羽南１,35.77621,139.7237,"1 Chome Akabaneminami, Kita City, Tokyo 115-0044, Japan"
東京都目黒区中央町２,35.63161,139.68922,"2 Chome Chuocho, Meguro City, Tokyo 152-0001, Japan"
東京都文京区向丘１,35.719498,139.75595,"1 Chome Mukogaoka, Bunkyo City, Tokyo 113-0023, Japan"
東京都練馬区三原台２,35.757072,139.60506,"2 Chome Miharadai, Nerima City, Tokyo 177-0031, Japan"
東京都練馬区高松１,35.74828,139.63437,"1 Chome Takamatsu, Nerima City, Tokyo 179-0075, Japan"
東京都杉並区高井戸東２,35.679523,139.61589,"2 Chome Takaidohigashi, Suginami City, Tokyo 168-0072, Japan"
東京都練馬区大泉町３,35.766266,139.59804,"3 Chome Oizumimachi, Nerima City, Tokyo 178-0062, Japan"
東京都世田谷区野沢３,35.63056,139.67519,"3 Chome Nozawa, Setagaya City, Tokyo 154-0003, Japan"
東京都大田区千鳥３,35.57191,139.68922,"3 Chome Chidori, Ota City, Tokyo 146-0083, Japan"
東京都世田谷区喜多見１,35.62086,139.59549,"1 Chome Kitami, Setagaya City, Tokyo 157-0067, Japan"
東京都大田区久が原５,35.576965,139.69753,"5 Chome Kugahara, Ota City, Tokyo 146-0085, Japan"
東京都北区岸町１,35.756084,139.73422,"1 Chome Kishimachi, Kita City, Tokyo 114-0021, Japan"
東京都足立区東保木間２,35.792934,139.81252,"2 Chome Higashihokima, Adachi City, Tokyo 121-0063, Japan"
東京都板橋区西台３,35.775387,139.66753,"3 Chome Nishidai, Itabashi City, Tokyo 175-0045, Japan"
東京都墨田区石原３,35.70068,139.8042,"3 Chome Ishiwara, Sumida City, Tokyo 130-0011, Japan"
東京都中央区日本橋堀留町２,35.68875,139.78087,"2 Chome Nihonbashihoridomecho, Chuo City, Tokyo 103-0012, Japan"
東京都足立区江北２,35.768867,139.76393,"2 Chome Kohoku, Adachi City, Tokyo 123-0872, Japan"
東京都大田区中央６,35.577686,139.7122,"6 Chome Central, Ota City, Tokyo 143-0024, Japan"
東京都世田谷区世田谷４,35.645424,139.65222,"4 Chome Setagaya, Setagaya City, Tokyo 154-0017, Japan"
東京都足立区西綾瀬１,35.760536,139.81538,"1 Chome Nishiayase, Adachi City, Tokyo 120-0014, Japan"
東京都江戸川区東瑞江１,35.690292,139.8989,"1 Chome Higashimizue, Edogawa City, Tokyo 132-0014, Japan"
東京都葛飾区東金町８,35.781334,139.88673,"8 Chome Higashikanamachi, Katsushika City, Tokyo 125-0041, Japan"
東京都千代田区富士見１,35.69714,139.74669,"1 Chome Fujimi, Chiyoda City, Tokyo 102-0071, Japan"
東京都豊島区北大塚１,35.73228,139.73135,"1 Chome Kitaotsuka, Toshima City, Tokyo 170-0004, Japan"
東京都豊島区上池袋１,35.736206,139.72113,"1 Chome Kamiikebukuro, Toshima City, Tokyo 170-0012, Japan"
東京都江東区亀戸９,35.697346,139.84322,"9 Chome Kameido, Koto City, Tokyo 136-0071, Japan"
東京都渋谷区西原３,35.670475,139.68028,"3 Chome Nishihara, Shibuya City, Tokyo 151-0066, Japan"
東京都練馬区光が丘３,35.755703,139.62863,"3 Chome Hikarigaoka, Nerima City, Tokyo 179-0072, Japan"
東京都大田区大森北５,35.580864,139.72656,"5 Chome Omorikita, Ota City, Tokyo 143-0016, Japan"
東京都世田谷区粕谷３,35.660828,139.60506,"3 Chome Kasuya, Setagaya City, Tokyo 157-0063, Japan"
東京都荒川区町屋７,35.750763,139.78885,"7 Chome Machiya, Arakawa City, Tokyo 116-0001, Japan"
東京都大田区大森南１,35.563164,139.73901,"1 Chome Omoriminami, Ota City, Tokyo 143-0013, Japan"
東京都新宿区住吉町,35.694244,139.72018,"Sumiyoshicho, Shinjuku City, Tokyo 162-0065, Japan"
東京都練馬区石神井台２,35.73653,139.59103,"2 Chome Shakujiidai, Nerima City, Tokyo 177-0045, Japan"
東京都世田谷区松原３,35.6656,139.64394,"3 Chome Matsubara, Setagaya City, Tokyo 156-0043, Japan"
東京都大田区本羽田３,35.54637,139.73582,"3 Chome Honhaneda, Ota City, Tokyo 144-0044, Japan"
東京都品川区戸越３,35.613197,139.717,"3 Chome Togoshi, Shinagawa City, Tokyo 142-0041, Japan"
東京都江戸川区新堀２,35.70446,139.8912,"2 Chome Niihori, Edogawa City, Tokyo 132-0001, Japan"
東京都豊島区西巣鴨４,35.743748,139.73135,"4 Chome Nishisugamo, Toshima City, Tokyo 170-0001, Japan"
東京都江東区富岡２,35.671112,139.80132,"2 Chome Tomioka, Koto City, Tokyo 135-0047, Japan"
東京都北区王子１,35.753708,139.73901,"1 Chome Oji, Kita City, Tokyo 114-0002, Japan"
東京都文京区本郷５,35.71093,139.75818,"5 Chome Hongo, Bunkyo City, Tokyo 113-0033, Japan"
東京都杉並区上井草３,35.720222,139.60313,"3 Chome Kamiigusa, Suginami City, Tokyo 167-0023, Japan"
東京都渋谷区松濤２,35.659824,139.69019,"2 Chome Shoto, Shibuya City, Tokyo 150-0046, Japan"
東京都台東区下谷２,35.72118,139.78374,"2 Chome Shitaya, Taito City, Tokyo 110-0004, Japan"
東京都江東区三好２,35.680233,139.8026,"2 Chome Miyoshi, Koto City, Tokyo 135-0022, Japan"
東京都大田区田園調布１,35.58968,139.672,"1 Chome Denenchofu, Ota City, Tokyo 145-0071, Japan"
東京都葛飾区細田１,35.738136,139.87201,"1 Chome Hosoda, Katsushika City, Tokyo 124-0021, Japan"
東京都中央区日本橋茅場町２,35.6788,139.77895,"2 Chome Nihonbashikayabacho, Chuo City, Tokyo 103-0025, Japan"
東京都足立区竹の塚２,35.790543,139.79652,"2 Chome Takenotsuka, Adachi City, Tokyo 121-0813, Japan"
東京都大田区北糀谷１,35.56278,139.73518,"1 Chome Kitakojiya, Ota City, Tokyo 144-0032, Japan"
東京都荒川区西尾久１,35.745102,139.76329,"1 Chome Nishiogu, Arakawa City, Tokyo 116-0011, Japan"
東京都足立区千住桜木１,35.751156,139.7927,"1 Chome Senjusakuragi, Adachi City, Tokyo 120-0045, Japan"
東京都杉並区井草５,35.72666,139.60632,"5 Chome Igusa, Suginami City, Tokyo 167-0021, Japan"
東京都大田区東嶺町,35.583324,139.68475,"Higashiminemachi, Ota City, Tokyo 145-0074, Japan"
東京都台東区寿３,35.707134,139.79237,"3 Chome Kotobuki, Taito City, Tokyo 111-0042, Japan"
東京都足立区梅田２,35.76558,139.80292,"2 Chome Umeda, Adachi City, Tokyo 123-0851, Japan"
東京都台東区鳥越２,35.70228,139.78598,"2 Chome Torigoe, Taito City, Tokyo 111-0054, Japan"
東京都北区赤羽１,35.780914,139.72113,"1 Chome Akabane, Kita City, Tokyo 115-0045, Japan"
東京都新宿区原町１,35.70031,139.72528,"1 Chome Haramachi, Shinjuku City, Tokyo 162-0053, Japan"
東京都世田谷区太子堂１,35.6435,139.67455,"1 Chome Taishido, Setagaya City, Tokyo 154-0004, Japan"
東京都豊島区駒込４,35.736385,139.74158,"4 Chome Komagome, Toshima City, Tokyo 170-0003, Japan"
東京都世田谷区羽根木１,35.664875,139.65924,"1 Chome Hanegi, Setagaya City, Tokyo 156-0042, Japan"
東京都世田谷区北沢３,35.665222,139.67009,"3 Chome Kitazawa, Setagaya City, Tokyo 155-0031, Japan"
東京都世田谷区東玉川１,35.597153,139.67773,"1 Chome Higashitamagawa, Setagaya City, Tokyo 158-0084, Japan"
東京都世田谷区用賀４,35.628036,139.63182,"4 Chome Yoga, Setagaya City, Tokyo 158-0097, Japan"
東京都世田谷区北烏山１,35.675415,139.60568,"1 Chome Kitakarasuyama, Setagaya City, Tokyo 157-0061, Japan"
東京都葛飾区西新小岩５,35.72497,139.84769,"5 Chome Nishishinkoiwa, Katsushika City, Tokyo 124-0025, Japan"
東京都港区港南３,35.633247,139.75052,"3 Chome Konan, Minato City, Tokyo 108-0075, Japan"
東京都港区六本木６,35.66064,139.73007,"6 Chome Roppongi, Minato City, Tokyo 106-0032, Japan"
東京都文京区根津１,35.719193,139.76233,"1 Chome Nezu, Bunkyo City, Tokyo 113-0031, Japan"
東京都墨田区菊川３,35.68844,139.80803,"3 Chome Kikukawa, Sumida City, Tokyo 130-0024, Japan"
東京都北区上十条２,35.759136,139.72113,"2 Chome Kamijujo, Kita City, Tokyo 114-0034, Japan"
東京都江戸川区春江町３,35.695076,139.8893,"3 Chome Haruecho, Edogawa City, Tokyo 132-0003, Japan"
東京都品川区大崎１,35.619312,139.73007,"1 Chome Osaki, Shinagawa City, Tokyo 141-0032, Japan"
東京都墨田区千歳２,35.69094,139.79492,"2 Chome Chitose, Sumida City, Tokyo 130-0025, Japan"
東京都渋谷区幡ヶ谷１,35.674793,139.6739,"1 Chome Hatagaya, Shibuya City, Tokyo 151-0072, Japan"
東京都足立区東綾瀬１,35.76474,139.83234,"1 Chome Higashiayase, Adachi City, Tokyo 120-0004, Japan"
東京都渋谷区富ヶ谷１,35.667183,139.68922,"1 Chome Tomigaya, Shibuya City, Tokyo 151-0063, Japan"
東京都中野区中央３,35.70002,139.6739,"3 Chome Central, Nakano City, Tokyo 164-0011, Japan"
東京都中央区銀座７,35.66927,139.76233,"7 Chome Ginza, Chuo City, Tokyo 104-0061, Japan"
東京都大田区久が原１,35.585377,139.68987,"1 Chome Kugahara, Ota City, Tokyo 146-0085, Japan"
東京都墨田区京島１,35.717155,139.81955,"1 Chome Kyojima, Sumida City, Tokyo 131-0046, Japan"
東京都港区麻布十番２,35.655067,139.7355,"2 Chome Azabujuban, Minato City, Tokyo 106-0045, Japan"
東京都中野区南台５,35.68164,139.66243,"5 Chome Minamidai, Nakano City, Tokyo 164-0014, Japan"
東京都葛飾区新宿２,35.761845,139.85664,"2 Chome Niijuku, Katsushika City, Tokyo 125-0051, Japan"
東京都足立区大谷田１,35.778725,139.84576,"1 Chome Oyata, Adachi City, Tokyo 120-0001, Japan"
東京都品川区旗の台６,35.607845,139.70007,"6 Chome Hatanodai, Shinagawa City, Tokyo 142-0064, Japan"
東京都中央区八丁堀２,35.67663,139.7764,"2 Chome Hatchobori, Chuo City, Tokyo 104-0032, Japan"
東京都北区岸町２,35.759705,139.7304,"2 Chome Kishimachi, Kita City, Tokyo 114-0021, Japan"
東京都練馬区石神井台３,35.74257,139.5904,"3 Chome Shakujiidai, Nerima City, Tokyo 177-0045, Japan"
東京都中央区東日本橋３,35.691338,139.78374,"3 Chome Higashinihonbashi, Chuo City, Tokyo 103-0004, Japan"
東京都練馬区春日町２,35.756027,139.64648,"2 Chome Kasugacho, Nerima City, Tokyo 179-0074, Japan"
東京都世田谷区喜多見４,35.628056,139.59486,"4 Chome Kitami, Setagaya City, Tokyo 157-0067, Japan"
東京都世田谷区経堂５,35.647533,139.63182,"5 Chome Kyodo, Setagaya City, Tokyo 156-0052, Japan"
東京都葛飾区金町４,35.766064,139.86432,"4 Chome Kanamachi, Katsushika City, Tokyo 125-0042, Japan"
東京都杉並区西荻北１,35.705566,139.60728,"1 Chome Nishiogikita, Suginami City, Tokyo 167-0042, Japan"
東京都渋谷区渋谷１,35.66135,139.70326,"1 Chome Shibuya, Shibuya City, Tokyo 150-0002, Japan"
東京都中野区松が丘１,35.720142,139.67264,"1 Chome Matsugaoka, Nakano City, Tokyo 165-0024, Japan"
東京都板橋区若木１,35.768276,139.67264,"1 Chome Wakagi, Itabashi City, Tokyo 174-0065, Japan"
東京都江戸川区中葛西２,35.670876,139.87329,"2 Chome Nakakasai, Edogawa City, Tokyo 134-0083, Japan"
東京都足立区平野３,35.784004,139.80739,"3 Chome Hirano, Adachi City, Tokyo 121-0076, Japan"
東京都足立区綾瀬３,35.764473,139.82594,"3 Chome Ayase, Adachi City, Tokyo 120-0005, Japan"
東京都墨田区江東橋３,35.694443,139.81442,"3 Chome Kotobashi, Sumida City, Tokyo 130-0022, Japan"
東京都葛飾区東金町４,35.77526,139.87585,"4 Chome Higashikanamachi, Katsushika City, Tokyo 125-0041, Japan"
東京都世田谷区瀬田５,35.62432,139.62544,"5 Chome Seta, Setagaya City, Tokyo 158-0095, Japan"
東京都練馬区栄町,35.7386,139.67009,"Sakaecho, Nerima City, Tokyo 176-0006, Japan"
東京都世田谷区砧７,35.63612,139.60632,"7 Chome Kinuta, Setagaya City, Tokyo 157-0073, Japan"
東京都江戸川区北葛西１,35.679485,139.856,"1 Chome Kitakasai, Edogawa City, Tokyo 134-0081, Japan"
東京都世田谷区玉堤１,35.59755,139.65158,"1 Chome Tamazutsumi, Setagaya City, Tokyo 158-0087, Japan"
東京都荒川区町屋８,35.74681,139.78758,"8 Chome Machiya, Arakawa City, Tokyo 116-0001, Japan"
東京都世田谷区成城３,35.63608,139.59486,"3 Chome Seijo, Setagaya City, Tokyo 157-0066, Japan"
東京都中野区鷺宮２,35.72529,139.64839,"2 Chome Saginomiya, Nakano City, Tokyo 165-0032, Japan"
東京都江戸川区平井７,35.71367,139.83809,"7 Chome Hirai, Edogawa City, Tokyo 132-0035, Japan"
東京都練馬区西大泉３,35.758236,139.57957,"3 Chome Nishioizumi, Nerima City, Tokyo 178-0065, Japan"
東京都世田谷区粕谷４,35.663754,139.60378,"4 Chome Kasuya, Setagaya City, Tokyo 157-0063, Japan"
東京都世田谷区上用賀６,35.63579,139.62544,"6 Chome Kamiyoga, Setagaya City, Tokyo 158-0098, Japan"
東京都板橋区新河岸１,35.796318,139.6669,"1 Chome Shingashi, Itabashi City, Tokyo 175-0081, Japan"
東京都世田谷区桜丘３,35.640892,139.62672,"3 Chome Sakuragaoka, Setagaya City, Tokyo 156-0054, Japan"
東京都新宿区払方町,35.697273,139.73486,"Haraikatamachi, Shinjuku City, Tokyo 162-0841, Japan"
東京都大田区南久が原２,35.577267,139.6854,"2 Chome Minamikugahara, Ota City, Tokyo 146-0084, Japan"
東京都練馬区下石神井５,35.73085,139.60251,"5 Chome Shimoshakujii, Nerima City, Tokyo 177-0042, Japan"
東京都練馬区桜台５,35.74315,139.6586,"5 Chome Sakuradai, Nerima City, Tokyo 176-0002, Japan"
東京都板橋区志村１,35.774715,139.69432,"1 Chome Shimura, Itabashi City, Tokyo 174-0056, Japan"
東京都豊島区雑司が谷２,35.719246,139.71603,"2 Chome Zoshigaya, Toshima City, Tokyo 171-0032, Japan"
東京都豊島区南長崎６,35.730736,139.67902,"6 Chome Minaminagasaki, Toshima City, Tokyo 171-0052, Japan"
東京都新宿区原町３,35.69986,139.72273,"3 Chome Haramachi, Shinjuku City, Tokyo 162-0053, Japan"
東京都足立区加平３,35.780415,139.82849,"3 Chome Kahei, Adachi City, Tokyo 121-0055, Japan"
東京都大田区大森南４,35.567383,139.74669,"4 Chome Omoriminami, Ota City, Tokyo 143-0013, Japan"
東京都目黒区上目黒１,35.64604,139.69943,"1 Chome Kamimeguro, Meguro City, Tokyo 153-0051, Japan"
東京都大田区羽田５,35.54938,139.75052,"5 Chome Haneda, Ota City, Tokyo 144-0043, Japan"
東京都練馬区豊玉南１,35.72762,139.65988,"1 Chome Toyotamaminami, Nerima City, Tokyo 176-0014, Japan"
東京都中野区上鷺宮４,35.733624,139.62927,"4 Chome Kamisaginomiya, Nakano City, Tokyo 165-0031, Japan"
東京都品川区中延１,35.612934,139.7106,"1 Chome Nakanobu, Shinagawa City, Tokyo 142-0053, Japan"
東京都葛飾区奥戸３,35.731747,139.86177,"3 Chome Okudo, Katsushika City, Tokyo 124-0022, Japan"
東京都豊島区千川２,35.7416,139.69177,"2 Chome Senkawa, Toshima City, Tokyo 171-0041, Japan"
東京都葛飾区金町３,35.767033,139.87393,"3 Chome Kanamachi, Katsushika City, Tokyo 125-0042, Japan"
東京都大田区南雪谷４,35.59002,139.68285,"4 Chome Minamiyukigaya, Ota City, Tokyo 145-0066, Japan"
東京都江東区青海２,35.6179,139.7767,"2 Chome Aomi, Koto City, Tokyo 135-0064, Japan"
東京都板橋区成増２,35.778393,139.63023,"2 Chome Narimasu, Itabashi City, Tokyo 175-0094, Japan"
東京都足立区西新井１,35.780632,139.78183,"1 Chome Nishiarai, Adachi City, Tokyo 123-0841, Japan"
東京都杉並区梅里２,35.696873,139.6433,"2 Chome Umezato, Suginami City, Tokyo 166-0011, Japan"
東京都文京区大塚６,35.725643,139.72624,"6 Chome Otsuka, Bunkyo City, Tokyo 112-0012, Japan"
東京都足立区西新井本町５,35.773434,139.78246,"5 Chome Nishiaraihoncho, Adachi City, Tokyo 123-0845, Japan"
東京都足立区綾瀬５,35.76728,139.82722,"5 Chome Ayase, Adachi City, Tokyo 120-0005, Japan"
東京都墨田区立花４,35.709644,139.83234,"4 Chome Tachibana, Sumida City, Tokyo 131-0043, Japan"
東京都江東区潮見２,35.65725,139.81763,"2 Chome Shiomi, Koto City, Tokyo 135-0052, Japan"
東京都品川区荏原５,35.614292,139.70326,"5 Chome Ebara, Shinagawa City, Tokyo 142-0063, Japan"
東京都葛飾区水元３,35.78277,139.86305,"3 Chome Mizumoto, Katsushika City, Tokyo 125-0032, Japan"
東京都葛飾区鎌倉２,35.745415,139.87585,"2 Chome Kamakura, Katsushika City, Tokyo 125-0053, Japan"
東京都港区三田１,35.65377,139.74158,"1 Chome Mita, Minato City, Tokyo 108-0073, Japan"
東京都文京区西片１,35.712833,139.75435,"1 Chome Nishikata, Bunkyo City, Tokyo 113-0024, Japan"
東京都北区滝野川４,35.751602,139.72592,"4 Chome Takinogawa, Kita City, Tokyo 114-0023, Japan"
東京都品川区旗の台２,35.606255,139.70326,"2 Chome Hatanodai, Shinagawa City, Tokyo 142-0064, Japan"
東京都練馬区羽沢３,35.75109,139.67264,"3 Chome Hazawa, Nerima City, Tokyo 176-0003, Japan"
東京都新宿区西新宿３,35.684902,139.6905,"3 Chome Nishishinjuku, Shinjuku City, Tokyo 160-0023, Japan"
東京都新宿区東五軒町,35.706684,139.73901,"Higashigokencho, Shinjuku City, Tokyo 162-0813, Japan"
東京都江東区佐賀１,35.676838,139.78981,"1 Chome Saga, Koto City, Tokyo 135-0031, Japan"
東京都豊島区西池袋１,35.730442,139.70964,"1 Chome Nishiikebukuro, Toshima City, Tokyo 171-0021, Japan"
東京都練馬区北町２,35.76709,139.66115,"2 Chome Kitamachi, Nerima City, Tokyo 179-0081, Japan"
東京都中央区東日本橋１,35.691216,139.7863,"1 Chome Higashinihonbashi, Chuo City, Tokyo 103-0004, Japan"
東京都中野区中央１,35.698906,139.6854,"1 Chome Central, Nakano City, Tokyo 164-0011, Japan"
東京都北区志茂５,35.785336,139.73071,"5 Chome Shimo, Kita City, Tokyo 115-0042, Japan"
東京都板橋区高島平１,35.783604,139.66945,"1 Chome Takashimadaira, Itabashi City, Tokyo 175-0082, Japan"
東京都江東区辰巳２,35.648697,139.81635,"2 Chome Tatsumi, Koto City, Tokyo 135-0053, Japan"
東京都豊島区巣鴨１,35.732433,139.7403,"1 Chome Sugamo, Toshima City, Tokyo 170-0002, Japan"
東京都荒川区東尾久３,35.745884,139.77097,"3 Chome Higashiogu, Arakawa City, Tokyo 116-0012, Japan"
東京都足立区千住寿町,35.753716,139.79909,"Senjukotobukicho, Adachi City, Tokyo 120-0033, Japan"
東京都港区西麻布４,35.6582,139.72113,"4 Chome Nishiazabu, Minato City, Tokyo 106-0031, Japan"
東京都台東区上野７,35.71454,139.77863,"7 Chome Ueno, Taito City, Tokyo 110-0005, Japan"
東京都目黒区中町２,35.633347,139.69496,"2 Chome Nakacho, Meguro City, Tokyo 153-0065, Japan"
東京都品川区西中延１,35.613056,139.70805,"1 Chome Nishinakanobu, Shinagawa City, Tokyo 142-0054, Japan"
東京都足立区入谷５,35.803577,139.76329,"5 Chome Iriya, Adachi City, Tokyo 121-0836, Japan"
東京都千代田区外神田４,35.7005,139.77223,"4 Chome Sotokanda, Chiyoda City, Tokyo 101-0021, Japan"
東京都足立区千住東１,35.744293,139.8042,"1 Chome Senjuazuma, Adachi City, Tokyo 120-0025, Japan"
東京都台東区浅草橋４,35.69819,139.78151,"4 Chome Asakusabashi, Taito City, Tokyo 111-0053, Japan"
